hour,weekday,lot_id,lot_name,class_density,event,occupancy_pct
6,5,1,P_EAST,0,0,0.0983
6,5,2,P_NORTH,0,0,0.1515
6,5,3,P_SOUTH,0,0,0.1106
6,5,4,P_WEST,0,0,0.144
7,5,0,P_CENTRAL,0,0,0.1597
7,5,1,P_EAST,0,0,0.124
7,5,2,P_NORTH,0,0,0.1409
7,5,3,P_SOUTH,0,0,0.147
7,5,4,P_WEST,0,0,0.1865
8,5,0,P_CENTRAL,0,0,0.2123
8,5,1,P_EAST,0,0,0.1637
8,5,2,P_NORTH,0,0,0.217
8,5,3,P_SOUTH,0,0,0.1376
8,5,4,P_WEST,0,0,0.1998
9,5,0,P_CENTRAL,0,0,0.1862
9,5,1,P_EAST,0,0,0.1834
9,5,2,P_NORTH,0,0,0.2136
9,5,3,P_SOUTH,0,0,0.0838
9,5,4,P_WEST,0,0,0.1551
10,5,0,P_CENTRAL,0,0,0.2719
10,5,1,P_EAST,0,0,0.2336
10,5,2,P_NORTH,0,0,0.318
10,5,3,P_SOUTH,0,0,0.1874
10,5,4,P_WEST,0,0,0.175
11,5,0,P_CENTRAL,0,0,0.3178
11,5,1,P_EAST,0,0,0.2928
11,5,2,P_NORTH,0,0,0.2448
11,5,3,P_SOUTH,0,0,0.1682
11,5,4,P_WEST,0,0,0.2467
12,5,0,P_CENTRAL,0,0,0.2996
12,5,1,P_EAST,0,0,0.2676
12,5,2,P_NORTH,0,0,0.2729
12,5,3,P_SOUTH,0,0,0.2252
12,5,4,P_WEST,0,0,0.1748
13,5,0,P_CENTRAL,0,0,0.2758
13,5,1,P_EAST,0,0,0.208
13,5,2,P_NORTH,0,0,0.1963
13,5,3,P_SOUTH,0,0,0.114
13,5,4,P_WEST,0,0,0.2211
14,5,0,P_CENTRAL,0,0,0.2166
14,5,1,P_EAST,0,0,0.1398
14,5,2,P_NORTH,0,0,0.2006
14,5,3,P_SOUTH,0,0,0.1925
14,5,4,P_WEST,0,0,0.0705
15,5,0,P_CENTRAL,0,0,0.1207
15,5,1,P_EAST,0,0,0.1045
15,5,2,P_NORTH,0,0,0.2185
15,5,3,P_SOUTH,0,0,0.1267
15,5,4,P_WEST,0,0,0.1573
16,5,0,P_CENTRAL,0,0,0.0884
16,5,1,P_EAST,0,0,0.0602
16,5,2,P_NORTH,0,0,0.1367
16,5,3,P_SOUTH,0,0,0.088
16,5,4,P_WEST,0,0,0.1159
17,5,0,P_CENTRAL,0,0,0.0885
17,5,1,P_EAST,0,0,0.0864
17,5,2,P_NORTH,0,0,0.0915
17,5,3,P_SOUTH,0,0,0.0925
17,5,4,P_WEST,0,0,0.0996
18,5,0,P_CENTRAL,0,0,0.0037
18,5,1,P_EAST,0,0,0.0
18,5,2,P_NORTH,0,0,0.1008
18,5,3,P_SOUTH,0,0,0.0913
18,5,4,P_WEST,0,0,0.0072
19,5,0,P_CENTRAL,0,0,0.0
19,5,1,P_EAST,0,0,0.0435
19,5,2,P_NORTH,0,0,0.082
19,5,3,P_SOUTH,0,0,0.1042
19,5,4,P_WEST,0,0,0.056
20,5,0,P_CENTRAL,0,0,0.0249
20,5,1,P_EAST,0,0,0.0
20,5,2,P_NORTH,0,0,0.0357
20,5,3,P_SOUTH,0,0,0.0134
20,5,4,P_WEST,0,0,0.0
21,5,0,P_CENTRAL,0,0,0.116
21,5,1,P_EAST,0,0,0.0981
21,5,2,P_NORTH,0,0,0.0756
21,5,3,P_SOUTH,0,0,0.0
21,5,4,P_WEST,0,0,0.058
22,5,0,P_CENTRAL,0,0,0.0568
22,5,1,P_EAST,0,0,0.0421
22,5,2,P_NORTH,0,0,0.0776
22,5,3,P_SOUTH,0,0,0.0453
22,5,4,P_WEST,0,0,0.0515
23,5,0,P_CENTRAL,0,0,0.0554
23,5,1,P_EAST,0,0,0.0371
23,5,2,P_NORTH,0,0,0.0
23,5,3,P_SOUTH,0,0,0.0225
23,5,4,P_WEST,0,0,0.0
0,6,0,P_CENTRAL,0,0,0.0
0,6,1,P_EAST,0,0,0.075
0,6,2,P_NORTH,0,0,0.0779
0,6,3,P_SOUTH,0,0,0.0607
0,6,4,P_WEST,0,0,0.0171
1,6,0,P_CENTRAL,0,0,0.0642
1,6,1,P_EAST,0,0,0.0084
1,6,2,P_NORTH,0,0,0.0171
1,6,3,P_SOUTH,0,0,0.0
1,6,4,P_WEST,0,0,0.023
2,6,0,P_CENTRAL,0,0,0.0134
2,6,1,P_EAST,0,0,0.0
2,6,2,P_NORTH,0,0,0.0077
2,6,3,P_SOUTH,0,0,0.0038
2,6,4,P_WEST,0,0,0.0796
3,6,0,P_CENTRAL,0,0,0.0488
3,6,1,P_EAST,0,0,0.0107
3,6,2,P_NORTH,0,0,0.0215
3,6,3,P_SOUTH,0,0,0.0101
3,6,4,P_WEST,0,0,0.001
4,6,0,P_CENTRAL,0,0,0.0
4,6,1,P_EAST,0,0,0.0076
4,6,2,P_NORTH,0,0,0.0
4,6,3,P_SOUTH,0,0,0.0
4,6,4,P_WEST,0,0,0.0326
5,6,0,P_CENTRAL,0,0,0.0411
5,6,1,P_EAST,0,0,0.0
5,6,2,P_NORTH,0,0,0.0177
5,6,3,P_SOUTH,0,0,0.0561
5,6,4,P_WEST,0,0,0.0602
6,6,0,P_CENTRAL,0,0,0.0798
6,6,1,P_EAST,0,0,0.0319
6,6,2,P_NORTH,0,0,0.0005
6,6,3,P_SOUTH,0,0,0.0
6,6,4,P_WEST,0,0,0.0409
7,6,0,P_CENTRAL,0,0,0.0727
7,6,1,P_EAST,0,0,0.0966
7,6,2,P_NORTH,0,0,0.095
7,6,3,P_SOUTH,0,0,0.0315
7,6,4,P_WEST,0,0,0.0
8,6,0,P_CENTRAL,0,0,0.0675
8,6,1,P_EAST,0,0,0.0716
8,6,2,P_NORTH,0,0,0.0631
8,6,3,P_SOUTH,0,0,0.0282
8,6,4,P_WEST,0,0,0.0664
9,6,0,P_CENTRAL,0,0,0.0827
9,6,1,P_EAST,0,0,0.0555
9,6,2,P_NORTH,0,0,0.1037
9,6,3,P_SOUTH,0,0,0.0497
9,6,4,P_WEST,0,0,0.0819
10,6,0,P_CENTRAL,0,0,0.1307
10,6,1,P_EAST,0,0,0.0483
10,6,2,P_NORTH,0,0,0.087
10,6,3,P_SOUTH,0,0,0.1341
10,6,4,P_WEST,0,0,0.0375
11,6,0,P_CENTRAL,0,0,0.0414
11,6,1,P_EAST,0,0,0.0243
11,6,2,P_NORTH,0,0,0.113
11,6,3,P_SOUTH,0,0,0.0818
11,6,4,P_WEST,0,0,0.0837
12,6,0,P_CENTRAL,0,0,0.1684
12,6,1,P_EAST,0,0,0.0
12,6,2,P_NORTH,0,0,0.1221
12,6,3,P_SOUTH,0,0,0.139
12,6,4,P_WEST,0,0,0.0389
13,6,0,P_CENTRAL,0,0,0.0877
13,6,1,P_EAST,0,0,0.0505
13,6,2,P_NORTH,0,0,0.0555
13,6,3,P_SOUTH,0,0,0.0527
13,6,4,P_WEST,0,0,0.1292
14,6,0,P_CENTRAL,0,0,0.1538
14,6,1,P_EAST,0,0,0.0495
14,6,2,P_NORTH,0,0,0.1474
14,6,3,P_SOUTH,0,0,0.0527
14,6,4,P_WEST,0,0,0.1264
15,6,0,P_CENTRAL,0,0,0.0538
15,6,1,P_EAST,0,0,0.0503
15,6,2,P_NORTH,0,0,0.0656
15,6,3,P_SOUTH,0,0,0.1639
15,6,4,P_WEST,0,0,0.0744
16,6,0,P_CENTRAL,0,0,0.0104
16,6,1,P_EAST,0,0,0.0691
16,6,2,P_NORTH,0,0,0.0199
16,6,3,P_SOUTH,0,0,0.0052
16,6,4,P_WEST,0,0,0.0635
17,6,0,P_CENTRAL,0,0,0.0267
17,6,1,P_EAST,0,0,0.0311
17,6,2,P_NORTH,0,0,0.0231
17,6,3,P_SOUTH,0,0,0.0297
17,6,4,P_WEST,0,0,0.0348
18,6,0,P_CENTRAL,0,0,0.0
18,6,1,P_EAST,0,0,0.0403
18,6,2,P_NORTH,0,0,0.0
18,6,3,P_SOUTH,0,0,0.0
18,6,4,P_WEST,0,0,0.0098
19,6,0,P_CENTRAL,0,0,0.0164
19,6,1,P_EAST,0,0,0.0
19,6,2,P_NORTH,0,0,0.0448
19,6,3,P_SOUTH,0,0,0.0
19,6,4,P_WEST,0,0,0.0
20,6,0,P_CENTRAL,0,0,0.0
20,6,1,P_EAST,0,0,0.0067
20,6,2,P_NORTH,0,0,0.0209
20,6,3,P_SOUTH,0,0,0.0
20,6,4,P_WEST,0,0,0.0367
21,6,0,P_CENTRAL,0,0,0.0127
21,6,1,P_EAST,0,0,0.0
21,6,2,P_NORTH,0,0,0.0
21,6,3,P_SOUTH,0,0,0.006
21,6,4,P_WEST,0,0,0.0
22,6,0,P_CENTRAL,0,0,0.0057
22,6,1,P_EAST,0,0,0.0066
22,6,2,P_NORTH,0,0,0.0177
22,6,3,P_SOUTH,0,0,0.0442
22,6,4,P_WEST,0,0,0.0
23,6,0,P_CENTRAL,0,0,0.0
23,6,1,P_EAST,0,0,0.0
23,6,2,P_NORTH,0,0,0.0202
23,6,3,P_SOUTH,0,0,0.056
23,6,4,P_WEST,0,0,0.0
0,0,0,P_CENTRAL,0,1,0.0
0,0,1,P_EAST,0,1,0.0
0,0,2,P_NORTH,0,1,0.0135
0,0,3,P_SOUTH,0,1,0.0095
0,0,4,P_WEST,0,1,0.0298
1,0,0,P_CENTRAL,0,1,0.0316
1,0,1,P_EAST,0,1,0.0765
1,0,2,P_NORTH,0,1,0.012
1,0,3,P_SOUTH,0,1,0.0
1,0,4,P_WEST,0,1,0.05
2,0,0,P_CENTRAL,0,1,0.0
2,0,1,P_EAST,0,1,0.0582
2,0,2,P_NORTH,0,1,0.0523
2,0,3,P_SOUTH,0,1,0.0288
2,0,4,P_WEST,0,1,0.1016
3,0,0,P_CENTRAL,0,1,0.0544
3,0,1,P_EAST,0,1,0.1446
3,0,2,P_NORTH,0,1,0.0613
3,0,3,P_SOUTH,0,1,0.0
3,0,4,P_WEST,0,1,0.0584
4,0,0,P_CENTRAL,2,1,0.0887
4,0,1,P_EAST,2,1,0.0731
4,0,2,P_NORTH,2,1,0.1327
4,0,3,P_SOUTH,2,1,0.1064
4,0,4,P_WEST,2,1,0.0674
5,0,0,P_CENTRAL,2,1,0.2729
5,0,1,P_EAST,2,1,0.235
5,0,2,P_NORTH,2,1,0.2221
5,0,3,P_SOUTH,2,1,0.1994
5,0,4,P_WEST,2,1,0.0837
6,0,0,P_CENTRAL,4,1,0.3615
6,0,1,P_EAST,4,1,0.2585
6,0,2,P_NORTH,4,1,0.3366
6,0,3,P_SOUTH,4,1,0.2164
6,0,4,P_WEST,4,1,0.2557
7,0,0,P_CENTRAL,6,1,0.5632
7,0,1,P_EAST,6,1,0.4631
7,0,2,P_NORTH,6,1,0.4961
7,0,3,P_SOUTH,6,1,0.3674
7,0,4,P_WEST,6,1,0.3998
8,0,0,P_CENTRAL,9,1,0.8083
8,0,1,P_EAST,9,1,0.6658
8,0,2,P_NORTH,9,1,0.7666
8,0,3,P_SOUTH,9,1,0.5175
8,0,4,P_WEST,9,1,0.5776
9,0,0,P_CENTRAL,10,1,0.9665
9,0,1,P_EAST,10,1,0.7976
9,0,2,P_NORTH,10,1,0.8946
9,0,3,P_SOUTH,10,1,0.6285
9,0,4,P_WEST,10,1,0.7155
10,0,0,P_CENTRAL,8,1,1.0
10,0,1,P_EAST,8,1,1.0
10,0,2,P_NORTH,8,1,1.0
10,0,3,P_SOUTH,8,1,0.8058
10,0,4,P_WEST,8,1,0.8934
11,0,0,P_CENTRAL,10,1,1.0
11,0,1,P_EAST,10,1,0.8141
11,0,2,P_NORTH,10,1,0.9911
11,0,3,P_SOUTH,10,1,0.8381
11,0,4,P_WEST,10,1,0.8991
12,0,0,P_CENTRAL,10,1,1.0
12,0,1,P_EAST,10,1,0.9315
12,0,2,P_NORTH,10,1,1.0
12,0,3,P_SOUTH,10,1,0.8006
12,0,4,P_WEST,10,1,0.9697
13,0,0,P_CENTRAL,8,1,1.0
13,0,1,P_EAST,8,1,1.0
13,0,2,P_NORTH,8,1,1.0
13,0,3,P_SOUTH,8,1,0.7799
13,0,4,P_WEST,8,1,0.8756
14,0,0,P_CENTRAL,10,1,1.0
14,0,1,P_EAST,10,1,0.9054
14,0,2,P_NORTH,10,1,1.0
14,0,3,P_SOUTH,10,1,0.7903
14,0,4,P_WEST,10,1,0.917
15,0,0,P_CENTRAL,10,1,1.0
15,0,1,P_EAST,10,1,0.9558
15,0,2,P_NORTH,10,1,1.0
15,0,3,P_SOUTH,10,1,0.8447
15,0,4,P_WEST,10,1,0.84
16,0,0,P_CENTRAL,5,1,0.9299
16,0,1,P_EAST,5,1,0.8487
16,0,2,P_NORTH,5,1,0.8675
16,0,3,P_SOUTH,5,1,0.6365
16,0,4,P_WEST,5,1,0.7586
17,0,0,P_CENTRAL,7,1,0.7205
17,0,1,P_EAST,7,1,0.665
17,0,2,P_NORTH,7,1,0.7452
17,0,3,P_SOUTH,7,1,0.5868
17,0,4,P_WEST,7,1,0.6331
18,0,0,P_CENTRAL,5,1,0.6285
18,0,1,P_EAST,5,1,0.593
18,0,2,P_NORTH,5,1,0.6176
18,0,3,P_SOUTH,5,1,0.4905
18,0,4,P_WEST,5,1,0.5746
19,0,0,P_CENTRAL,3,1,0.6849
19,0,1,P_EAST,3,1,0.5763
19,0,2,P_NORTH,3,1,0.5619
19,0,3,P_SOUTH,3,1,0.4782
19,0,4,P_WEST,3,1,0.5203
20,0,0,P_CENTRAL,5,1,0.5002
20,0,1,P_EAST,5,1,0.4366
20,0,2,P_NORTH,5,1,0.4948
20,0,3,P_SOUTH,5,1,0.3864
20,0,4,P_WEST,5,1,0.3779
21,0,0,P_CENTRAL,2,1,0.1884
21,0,1,P_EAST,2,1,0.1278
21,0,2,P_NORTH,2,1,0.1581
21,0,3,P_SOUTH,2,1,0.131
21,0,4,P_WEST,2,1,0.0993
22,0,0,P_CENTRAL,0,1,0.1092
22,0,1,P_EAST,0,1,0.077
22,0,2,P_NORTH,0,1,0.0206
22,0,3,P_SOUTH,0,1,0.1082
22,0,4,P_WEST,0,1,0.0353
23,0,0,P_CENTRAL,0,1,0.0
23,0,1,P_EAST,0,1,0.0
23,0,2,P_NORTH,0,1,0.0011
23,0,3,P_SOUTH,0,1,0.0323
23,0,4,P_WEST,0,1,0.0222
0,1,0,P_CENTRAL,0,1,0.0652
0,1,1,P_EAST,0,1,0.0452
0,1,2,P_NORTH,0,1,0.0484
0,1,3,P_SOUTH,0,1,0.0422
0,1,4,P_WEST,0,1,0.0529
1,1,0,P_CENTRAL,0,1,0.0
1,1,1,P_EAST,0,1,0.0199
1,1,2,P_NORTH,0,1,0.0
1,1,3,P_SOUTH,0,1,0.0296
1,1,4,P_WEST,0,1,0.0307
2,1,0,P_CENTRAL,0,1,0.0962
2,1,1,P_EAST,0,1,0.0901
2,1,2,P_NORTH,0,1,0.0563
2,1,3,P_SOUTH,0,1,0.0147
2,1,4,P_WEST,0,1,0.0575
3,1,0,P_CENTRAL,0,1,0.0582
3,1,1,P_EAST,0,1,0.0621
3,1,2,P_NORTH,0,1,0.1098
3,1,3,P_SOUTH,0,1,0.0284
3,1,4,P_WEST,0,1,0.0878
4,1,0,P_CENTRAL,1,1,0.1588
4,1,1,P_EAST,1,1,0.065
4,1,2,P_NORTH,1,1,0.1557
4,1,3,P_SOUTH,1,1,0.1121
4,1,4,P_WEST,1,1,0.0964
5,1,0,P_CENTRAL,2,1,0.1923
5,1,1,P_EAST,2,1,0.1561
5,1,2,P_NORTH,2,1,0.2227
5,1,3,P_SOUTH,2,1,0.1066
5,1,4,P_WEST,2,1,0.1764
6,1,0,P_CENTRAL,3,1,0.3246
6,1,1,P_EAST,3,1,0.2851
6,1,2,P_NORTH,3,1,0.3362
6,1,3,P_SOUTH,3,1,0.337
6,1,4,P_WEST,3,1,0.2073
7,1,0,P_CENTRAL,7,1,0.576
7,1,1,P_EAST,7,1,0.463
7,1,2,P_NORTH,7,1,0.5101
7,1,3,P_SOUTH,7,1,0.3821
7,1,4,P_WEST,7,1,0.3934
8,1,0,P_CENTRAL,8,1,0.8485
8,1,1,P_EAST,8,1,0.601
8,1,2,P_NORTH,8,1,0.746
8,1,3,P_SOUTH,8,1,0.4794
8,1,4,P_WEST,8,1,0.5516
9,1,0,P_CENTRAL,8,1,0.9882
9,1,1,P_EAST,8,1,0.8178
9,1,2,P_NORTH,8,1,0.8569
9,1,3,P_SOUTH,8,1,0.6121
9,1,4,P_WEST,8,1,0.6354
10,1,0,P_CENTRAL,9,1,1.0
10,1,1,P_EAST,9,1,0.8963
10,1,2,P_NORTH,9,1,1.0
10,1,3,P_SOUTH,9,1,0.8291
10,1,4,P_WEST,9,1,0.9328
11,1,0,P_CENTRAL,9,1,1.0
11,1,1,P_EAST,9,1,1.0
11,1,2,P_NORTH,9,1,1.0
11,1,3,P_SOUTH,9,1,0.814
11,1,4,P_WEST,9,1,0.8973
12,1,0,P_CENTRAL,9,1,1.0
12,1,1,P_EAST,9,1,0.9644
12,1,2,P_NORTH,9,1,1.0
12,1,3,P_SOUTH,9,1,0.7641
12,1,4,P_WEST,9,1,0.8183
13,1,0,P_CENTRAL,9,1,1.0
13,1,1,P_EAST,9,1,0.9362
13,1,2,P_NORTH,9,1,1.0
13,1,3,P_SOUTH,9,1,0.8518
13,1,4,P_WEST,9,1,0.8872
14,1,0,P_CENTRAL,8,1,1.0
14,1,1,P_EAST,8,1,1.0
14,1,2,P_NORTH,8,1,1.0
14,1,3,P_SOUTH,8,1,0.8398
14,1,4,P_WEST,8,1,0.9189
15,1,0,P_CENTRAL,8,1,1.0
15,1,1,P_EAST,8,1,0.9846
15,1,2,P_NORTH,8,1,1.0
15,1,3,P_SOUTH,8,1,0.8408
15,1,4,P_WEST,8,1,0.8361
16,1,0,P_CENTRAL,6,1,0.9995
16,1,1,P_EAST,6,1,0.7503
16,1,2,P_NORTH,6,1,0.8522
16,1,3,P_SOUTH,6,1,0.7453
16,1,4,P_WEST,6,1,0.7745
17,1,0,P_CENTRAL,5,1,0.7709
17,1,1,P_EAST,5,1,0.6097
17,1,2,P_NORTH,5,1,0.7062
17,1,3,P_SOUTH,5,1,0.5759
17,1,4,P_WEST,5,1,0.611
18,1,0,P_CENTRAL,4,1,0.73
18,1,1,P_EAST,4,1,0.5653
18,1,2,P_NORTH,4,1,0.6438
18,1,3,P_SOUTH,4,1,0.4703
18,1,4,P_WEST,4,1,0.5578
19,1,0,P_CENTRAL,2,1,0.5831
19,1,1,P_EAST,2,1,0.5142
19,1,2,P_NORTH,2,1,0.5589
19,1,3,P_SOUTH,2,1,0.4532
19,1,4,P_WEST,2,1,0.5605
20,1,0,P_CENTRAL,2,1,0.4914
20,1,1,P_EAST,2,1,0.4217
20,1,2,P_NORTH,2,1,0.378
20,1,3,P_SOUTH,2,1,0.353
20,1,4,P_WEST,2,1,0.3965
21,1,0,P_CENTRAL,1,1,0.2183
21,1,1,P_EAST,1,1,0.1211
21,1,2,P_NORTH,1,1,0.1961
21,1,3,P_SOUTH,1,1,0.1067
21,1,4,P_WEST,1,1,0.1158
22,1,0,P_CENTRAL,0,1,0.0754
22,1,1,P_EAST,0,1,0.062
22,1,2,P_NORTH,0,1,0.1388
22,1,3,P_SOUTH,0,1,0.0
22,1,4,P_WEST,0,1,0.0
23,1,0,P_CENTRAL,0,1,0.0256
23,1,1,P_EAST,0,1,0.0377
23,1,2,P_NORTH,0,1,0.0696
23,1,3,P_SOUTH,0,1,0.0492
23,1,4,P_WEST,0,1,0.0178
0,2,0,P_CENTRAL,0,0,0.0816
0,2,1,P_EAST,0,0,0.039
0,2,2,P_NORTH,0,0,0.0743
0,2,3,P_SOUTH,0,0,0.0367
0,2,4,P_WEST,0,0,0.0058
1,2,0,P_CENTRAL,0,0,0.072
1,2,1,P_EAST,0,0,0.0389
1,2,2,P_NORTH,0,0,0.0391
1,2,3,P_SOUTH,0,0,0.0871
1,2,4,P_WEST,0,0,0.0
2,2,0,P_CENTRAL,0,0,0.0
2,2,1,P_EAST,0,0,0.0
2,2,2,P_NORTH,0,0,0.0337
2,2,3,P_SOUTH,0,0,0.0246
2,2,4,P_WEST,0,0,0.0
3,2,0,P_CENTRAL,0,0,0.0399
3,2,1,P_EAST,0,0,0.0277
3,2,2,P_NORTH,0,0,0.1686
3,2,3,P_SOUTH,0,0,0.1228
3,2,4,P_WEST,0,0,0.0391
4,2,0,P_CENTRAL,2,0,0.1172
4,2,1,P_EAST,2,0,0.0572
4,2,2,P_NORTH,2,0,0.0404
4,2,3,P_SOUTH,2,0,0.0795
4,2,4,P_WEST,2,0,0.0524
5,2,0,P_CENTRAL,0,0,0.1626
5,2,1,P_EAST,0,0,0.1471
5,2,2,P_NORTH,0,0,0.2069
5,2,3,P_SOUTH,0,0,0.1595
5,2,4,P_WEST,0,0,0.1756
6,2,0,P_CENTRAL,5,0,0.3214
6,2,1,P_EAST,5,0,0.3274
6,2,2,P_NORTH,5,0,0.2998
6,2,3,P_SOUTH,5,0,0.2645
6,2,4,P_WEST,5,0,0.2619
7,2,0,P_CENTRAL,5,0,0.5573
7,2,1,P_EAST,5,0,0.4612
7,2,2,P_NORTH,5,0,0.5299
7,2,3,P_SOUTH,5,0,0.3587
7,2,4,P_WEST,5,0,0.4609
8,2,0,P_CENTRAL,8,0,0.8306
8,2,1,P_EAST,8,0,0.609
8,2,2,P_NORTH,8,0,0.7307
8,2,3,P_SOUTH,8,0,0.5825
8,2,4,P_WEST,8,0,0.6325
9,2,0,P_CENTRAL,9,0,0.9329
9,2,1,P_EAST,9,0,0.8194
9,2,2,P_NORTH,9,0,0.8177
9,2,3,P_SOUTH,9,0,0.5671
9,2,4,P_WEST,9,0,0.6606
10,2,0,P_CENTRAL,8,0,0.9868
10,2,1,P_EAST,8,0,0.7559
10,2,2,P_NORTH,8,0,0.834
10,2,3,P_SOUTH,8,0,0.593
10,2,4,P_WEST,8,0,0.6515
11,2,0,P_CENTRAL,8,0,1.0
11,2,1,P_EAST,8,0,0.7719
11,2,2,P_NORTH,8,0,0.8955
11,2,3,P_SOUTH,8,0,0.6004
11,2,4,P_WEST,8,0,0.6726
12,2,0,P_CENTRAL,8,0,0.9415
12,2,1,P_EAST,8,0,0.6539
12,2,2,P_NORTH,8,0,0.8049
12,2,3,P_SOUTH,8,0,0.5476
12,2,4,P_WEST,8,0,0.59
13,2,0,P_CENTRAL,9,0,1.0
13,2,1,P_EAST,9,0,0.7582
13,2,2,P_NORTH,9,0,0.9116
13,2,3,P_SOUTH,9,0,0.6364
13,2,4,P_WEST,9,0,0.7113
14,2,0,P_CENTRAL,8,0,0.934
14,2,1,P_EAST,8,0,0.781
14,2,2,P_NORTH,8,0,0.8891
14,2,3,P_SOUTH,8,0,0.5969
14,2,4,P_WEST,8,0,0.7024
15,2,0,P_CENTRAL,10,0,0.948
15,2,1,P_EAST,10,0,0.7151
15,2,2,P_NORTH,10,0,0.8126
15,2,3,P_SOUTH,10,0,0.6235
15,2,4,P_WEST,10,0,0.6931
16,2,0,P_CENTRAL,8,0,0.7398
16,2,1,P_EAST,8,0,0.6056
16,2,2,P_NORTH,8,0,0.7068
16,2,3,P_SOUTH,8,0,0.5179
16,2,4,P_WEST,8,0,0.6029
17,2,0,P_CENTRAL,8,0,0.5417
17,2,1,P_EAST,8,0,0.5231
17,2,2,P_NORTH,8,0,0.4945
17,2,3,P_SOUTH,8,0,0.4136
17,2,4,P_WEST,8,0,0.4105
18,2,0,P_CENTRAL,5,0,0.4682
18,2,1,P_EAST,5,0,0.3074
18,2,2,P_NORTH,5,0,0.4229
18,2,3,P_SOUTH,5,0,0.2474
18,2,4,P_WEST,5,0,0.3785
19,2,0,P_CENTRAL,5,0,0.3812
19,2,1,P_EAST,5,0,0.3358
19,2,2,P_NORTH,5,0,0.3372
19,2,3,P_SOUTH,5,0,0.2389
19,2,4,P_WEST,5,0,0.3206
20,2,0,P_CENTRAL,4,0,0.2938
20,2,1,P_EAST,4,0,0.301
20,2,2,P_NORTH,4,0,0.2426
20,2,3,P_SOUTH,4,0,0.2288
20,2,4,P_WEST,4,0,0.2109
21,2,0,P_CENTRAL,2,0,0.1451
21,2,1,P_EAST,2,0,0.1257
21,2,2,P_NORTH,2,0,0.1399
21,2,3,P_SOUTH,2,0,0.0707
21,2,4,P_WEST,2,0,0.1408
22,2,0,P_CENTRAL,0,0,0.105
22,2,1,P_EAST,0,0,0.0856
22,2,2,P_NORTH,0,0,0.1315
22,2,3,P_SOUTH,0,0,0.1084
22,2,4,P_WEST,0,0,0.0403
23,2,0,P_CENTRAL,0,0,0.0623
23,2,1,P_EAST,0,0,0.0121
23,2,2,P_NORTH,0,0,0.0429
23,2,3,P_SOUTH,0,0,0.0063
23,2,4,P_WEST,0,0,0.098
0,3,0,P_CENTRAL,0,0,0.0316
0,3,1,P_EAST,0,0,0.0793
0,3,2,P_NORTH,0,0,0.0
0,3,3,P_SOUTH,0,0,0.0
0,3,4,P_WEST,0,0,0.0601
1,3,0,P_CENTRAL,0,0,0.0463
1,3,1,P_EAST,0,0,0.0444
1,3,2,P_NORTH,0,0,0.0
1,3,3,P_SOUTH,0,0,0.0271
1,3,4,P_WEST,0,0,0.1109
2,3,0,P_CENTRAL,0,0,0.0867
2,3,1,P_EAST,0,0,0.0489
2,3,2,P_NORTH,0,0,0.0301
2,3,3,P_SOUTH,0,0,0.0186
2,3,4,P_WEST,0,0,0.0
3,3,0,P_CENTRAL,0,0,0.088
3,3,1,P_EAST,0,0,0.0947
3,3,2,P_NORTH,0,0,0.0059
3,3,3,P_SOUTH,0,0,0.0232
3,3,4,P_WEST,0,0,0.0082
4,3,0,P_CENTRAL,0,0,0.0894
4,3,1,P_EAST,0,0,0.1024
4,3,2,P_NORTH,0,0,0.0301
4,3,3,P_SOUTH,0,0,0.1064
4,3,4,P_WEST,0,0,0.1199
5,3,0,P_CENTRAL,0,0,0.1199
5,3,1,P_EAST,0,0,0.1318
5,3,2,P_NORTH,0,0,0.2436
5,3,3,P_SOUTH,0,0,0.0289
5,3,4,P_WEST,0,0,0.1397
6,3,0,P_CENTRAL,4,0,0.3136
6,3,1,P_EAST,4,0,0.3149
6,3,2,P_NORTH,4,0,0.2929
6,3,3,P_SOUTH,4,0,0.2468
6,3,4,P_WEST,4,0,0.2756
7,3,0,P_CENTRAL,7,0,0.5406
7,3,1,P_EAST,7,0,0.445
7,3,2,P_NORTH,7,0,0.4271
7,3,3,P_SOUTH,7,0,0.3984
7,3,4,P_WEST,7,0,0.3543
8,3,0,P_CENTRAL,8,0,0.7378
8,3,1,P_EAST,8,0,0.5948
8,3,2,P_NORTH,8,0,0.6115
8,3,3,P_SOUTH,8,0,0.4951
8,3,4,P_WEST,8,0,0.5717
9,3,0,P_CENTRAL,10,0,0.8988
9,3,1,P_EAST,10,0,0.749
9,3,2,P_NORTH,10,0,0.8829
9,3,3,P_SOUTH,10,0,0.54
9,3,4,P_WEST,10,0,0.6316
10,3,0,P_CENTRAL,9,0,1.0
10,3,1,P_EAST,9,0,0.7708
10,3,2,P_NORTH,9,0,0.8765
10,3,3,P_SOUTH,9,0,0.6944
10,3,4,P_WEST,9,0,0.6987
11,3,0,P_CENTRAL,9,0,1.0
11,3,1,P_EAST,9,0,0.7514
11,3,2,P_NORTH,9,0,0.8281
11,3,3,P_SOUTH,9,0,0.6371
11,3,4,P_WEST,9,0,0.6976
12,3,0,P_CENTRAL,9,0,0.9489
12,3,1,P_EAST,9,0,0.7187
12,3,2,P_NORTH,9,0,0.9524
12,3,3,P_SOUTH,9,0,0.6331
12,3,4,P_WEST,9,0,0.6507
13,3,0,P_CENTRAL,9,0,0.9656
